,molecule_chembl_id,canonical_smiles,classe_bioatividade,standard_value
8697,CHEMBL311498,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Inactive,20000.0
8698,CHEMBL311498,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Inactive,19952.62
8699,CHEMBL2107771,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,Inactive,20000.0
8700,CHEMBL2107771,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,Inactive,19952.62
8701,CHEMBL4744664,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@H](C[C@H]23)[C@H]14,Inactive,20000.0
8702,CHEMBL4744664,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@H](C[C@H]23)[C@H]14,Inactive,19952.62
8703,CHEMBL457606,CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5,Inactive,20000.0
8704,CHEMBL457606,CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5,Inactive,19952.62
8705,CHEMBL1197,CC(CNC1CCCCC1)OC(=O)c1ccccc1,Inactive,20000.0
8706,CHEMBL1197,CC(CNC1CCCCC1)OC(=O)c1ccccc1,Inactive,19952.62
8707,CHEMBL1201229,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,Inactive,20000.0
8708,CHEMBL1201229,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,Inactive,19952.62
8709,CHEMBL1200356,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,Inactive,20000.0
8710,CHEMBL1200356,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,Inactive,19952.62
8711,CHEMBL1762,Cc1cccc(C)c1NC(=O)C(C)N,Inactive,20000.0
8712,CHEMBL1762,Cc1cccc(C)c1NC(=O)C(C)N,Inactive,19952.62
8713,CHEMBL2106161,C[C@]12C[C@H]3S[C@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Inactive,20000.0
8714,CHEMBL2106161,C[C@]12C[C@H]3S[C@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Inactive,19952.62
8715,CHEMBL1697841,CNC(C)CCC=C(C)C,Inactive,20000.0
8716,CHEMBL1697841,CNC(C)CCC=C(C)C,Inactive,19952.62
8717,CHEMBL1197177,C[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,Inactive,20000.0
8718,CHEMBL1197177,C[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,Inactive,19952.62
8719,CHEMBL1201291,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,Inactive,20000.0
8720,CHEMBL1201291,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,Inactive,19952.62
8721,CHEMBL4303147,C[C@@H]1NC(=O)NC1=O,Inactive,20000.0
8722,CHEMBL4303147,C[C@@H]1NC(=O)NC1=O,Inactive,19952.62
8723,CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Inactive,20000.0
8724,CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Inactive,19952.62
8725,CHEMBL1625141,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,Inactive,20000.0
8726,CHEMBL1625141,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,Inactive,19952.62
8727,CHEMBL578607,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,Inactive,20000.0
8728,CHEMBL578607,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,Inactive,19952.62
8729,CHEMBL1237072,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,Inactive,20000.0
8730,CHEMBL1237072,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,Inactive,19952.62
8731,CHEMBL1296,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,Inactive,20000.0
8732,CHEMBL1296,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,Inactive,19952.62
8733,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,Inactive,20000.0
8734,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,Inactive,19952.62
8735,CHEMBL140979,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,Inactive,20000.0
8736,CHEMBL140979,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,Inactive,19952.62
8737,CHEMBL1526229,c1cncc([C@@H]2CCCCN2)c1,Inactive,20000.0
8738,CHEMBL1526229,c1cncc([C@@H]2CCCCN2)c1,Inactive,19952.62
8739,CHEMBL11672,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,Inactive,20000.0
8740,CHEMBL11672,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,Inactive,19952.62
8741,CHEMBL1170047,NC(=O)c1ccc(I)c([N+](=O)[O-])c1,Inactive,20000.0
8742,CHEMBL1170047,NC(=O)c1ccc(I)c([N+](=O)[O-])c1,Inactive,19952.62
8743,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Inactive,20000.0
8744,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Inactive,19952.62
8745,CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,Inactive,20000.0
8746,CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,Inactive,19952.62
8747,CHEMBL291962,CC(C)C[C@H](N)C(=O)O,Inactive,20000.0
8748,CHEMBL291962,CC(C)C[C@H](N)C(=O)O,Inactive,19952.62
8749,CHEMBL140796,COc1c2ccoc2c(OC)c2oc(=O)ccc12,Inactive,20000.0
8750,CHEMBL140796,COc1c2ccoc2c(OC)c2oc(=O)ccc12,Inactive,19952.62
8751,CHEMBL1705373,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,Inactive,20000.0
8752,CHEMBL1705373,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,Inactive,19952.62
8753,CHEMBL1236282,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,Inactive,20000.0
8754,CHEMBL1236282,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,Inactive,19952.62
8755,CHEMBL116590,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,Inactive,20000.0
8756,CHEMBL116590,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,Inactive,19952.62
8757,CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,Inactive,20000.0
8758,CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,Inactive,19952.62
8759,CHEMBL290299,Cn1c([N+](=O)[O-])cnc1COC(N)=O,Inactive,20000.0
8760,CHEMBL290299,Cn1c([N+](=O)[O-])cnc1COC(N)=O,Inactive,19952.62
8761,CHEMBL1454439,CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,Inactive,20000.0
8762,CHEMBL1454439,CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,Inactive,19952.62
8763,CHEMBL1213492,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,Inactive,10500.0
8764,CHEMBL1213492,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,Inactive,10471.29
8765,CHEMBL1213492,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,Inactive,100000.0
8766,CHEMBL1213492,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,Inactive,100000.0
8767,CHEMBL1652111,COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,Inactive,20000.0
8768,CHEMBL1652111,COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,Inactive,19952.62
8769,CHEMBL2204263,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,Inactive,20000.0
8770,CHEMBL2204263,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,Inactive,19952.62
8771,CHEMBL1076903,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,Inactive,20000.0
8772,CHEMBL1076903,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,Inactive,19952.62
8773,CHEMBL4790920,CCCc1ccc(C(=O)O)nc1,Inactive,20000.0
8774,CHEMBL4790920,CCCc1ccc(C(=O)O)nc1,Inactive,19952.62
8775,CHEMBL1380,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,Inactive,20000.0
8776,CHEMBL1380,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,Inactive,19952.62
8777,CHEMBL4760654,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](OC(=O)CCN(C)C)C1C(C)(C)CC[C@H](O)[C@@]12C,Inactive,20000.0
8778,CHEMBL4760654,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](OC(=O)CCN(C)C)C1C(C)(C)CC[C@H](O)[C@@]12C,Inactive,19952.62
8779,CHEMBL1334785,O=c1c(-c2ccc(O)cc2)coc2c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,Inactive,20000.0
8780,CHEMBL1334785,O=c1c(-c2ccc(O)cc2)coc2c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,Inactive,19952.62
8781,CHEMBL4754465,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H](O)[C@H]1O,Inactive,20000.0
8782,CHEMBL4754465,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H](O)[C@H]1O,Inactive,19952.62
8783,CHEMBL3989506,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2,Inactive,20000.0
8784,CHEMBL3989506,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2,Inactive,19952.62
8785,CHEMBL1400608,Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,Inactive,20000.0
8786,CHEMBL1400608,Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,Inactive,19952.62
8787,CHEMBL4743597,C[C@]1(O)CCC2C3CC[C@H]4CC(=O)/C(=C/O)C[C@]4(C)C3CC[C@@]21C,Inactive,20000.0
8788,CHEMBL4743597,C[C@]1(O)CCC2C3CC[C@H]4CC(=O)/C(=C/O)C[C@]4(C)C3CC[C@@]21C,Inactive,19952.62
8789,CHEMBL4789656,COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,Inactive,20000.0
8790,CHEMBL4789656,COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,Inactive,19952.62
8791,CHEMBL4777382,CC(C)C1NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC1=O,Inactive,20000.0
8792,CHEMBL4777382,CC(C)C1NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC1=O,Inactive,19952.62
8793,CHEMBL514201,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,Inactive,20000.0
8794,CHEMBL514201,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,Inactive,19952.62
8795,CHEMBL848,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Inactive,20000.0
8796,CHEMBL848,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Inactive,19952.62
8797,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,Inactive,20000.0
8798,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,Inactive,19952.62
8799,CHEMBL514,O=NN(CCCl)C(=O)NC1CCCCC1,Inactive,20000.0
8800,CHEMBL514,O=NN(CCCl)C(=O)NC1CCCCC1,Inactive,19952.62
8801,CHEMBL178862,COc1ccc(-c2cc(=S)ss2)cc1,Inactive,20000.0
8802,CHEMBL178862,COc1ccc(-c2cc(=S)ss2)cc1,Inactive,19952.62
8803,CHEMBL63440,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Inactive,34300.0
8804,CHEMBL63440,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Inactive,33884.42
8805,CHEMBL63440,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Inactive,85100.0
8806,CHEMBL63440,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Inactive,85113.8
8807,CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,Inactive,20000.0
8808,CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,Inactive,19952.62
8809,CHEMBL4760607,[O-][n+]1cccc(C(Cl)=NOC[C@H](O)CN2CCCCC2)c1,Inactive,20000.0
8810,CHEMBL4760607,[O-][n+]1cccc(C(Cl)=NOC[C@H](O)CN2CCCCC2)c1,Inactive,19952.62
8811,CHEMBL1509115,CNc1c2c(nn1C)CCCC2,Inactive,20000.0
8812,CHEMBL1509115,CNc1c2c(nn1C)CCCC2,Inactive,19952.62
8813,CHEMBL589092,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,Inactive,20000.0
8814,CHEMBL589092,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,Inactive,19952.62
8815,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Inactive,20000.0
8816,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Inactive,19952.62
8817,CHEMBL4303606,CC(C)(O)c1ccn2c(-c3ccc(F)c(-c4ccc(F)cc4C#N)c3)cnc2c1F,Inactive,20000.0
8818,CHEMBL4303606,CC(C)(O)c1ccn2c(-c3ccc(F)c(-c4ccc(F)cc4C#N)c3)cnc2c1F,Inactive,19952.62
8819,CHEMBL1652621,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,Inactive,20000.0
8820,CHEMBL1652621,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,Inactive,19952.62
8821,CHEMBL392158,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,Inactive,20000.0
8822,CHEMBL392158,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,Inactive,19952.62
8823,CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Inactive,20000.0
8824,CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Inactive,19952.62
8825,CHEMBL45627,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,Inactive,20000.0
8826,CHEMBL45627,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,Inactive,19952.62
8827,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Inactive,20000.0
8828,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Inactive,19952.62
8829,CHEMBL82301,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Inactive,20000.0
8830,CHEMBL82301,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Inactive,19952.62
8831,CHEMBL2043025,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,Inactive,20000.0
8832,CHEMBL2043025,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,Inactive,19952.62
8833,CHEMBL38700,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F,Inactive,20000.0
8834,CHEMBL38700,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F,Inactive,19952.62
8835,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Inactive,20000.0
8836,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Inactive,19952.62
8837,CHEMBL10878,COc1ccc2cccc(CCNC(C)=O)c2c1,Inactive,20000.0
8838,CHEMBL10878,COc1ccc2cccc(CCNC(C)=O)c2c1,Inactive,19952.62
8839,CHEMBL1382,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Inactive,20000.0
8840,CHEMBL1382,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Inactive,19952.62
8841,CHEMBL467399,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,Inactive,20000.0
8842,CHEMBL467399,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,Inactive,19952.62
8843,CHEMBL4792786,C[C@H](N)C(=O)N[C@H](CCC(N)=O)C(=O)O,Inactive,20000.0
8844,CHEMBL4792786,C[C@H](N)C(=O)N[C@H](CCC(N)=O)C(=O)O,Inactive,19952.62
8845,CHEMBL4752811,C[C@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,Inactive,20000.0
8846,CHEMBL4752811,C[C@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,Inactive,19952.62
8847,CHEMBL368591,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,Inactive,20000.0
8848,CHEMBL368591,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,Inactive,19952.62
8849,CHEMBL60542,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,Inactive,20000.0
8850,CHEMBL60542,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,Inactive,19952.62
8851,CHEMBL4754894,CCC(CC)[C@@H](c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,Inactive,20000.0
8852,CHEMBL4754894,CCC(CC)[C@@H](c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,Inactive,19952.62
8853,CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Inactive,20000.0
8854,CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Inactive,19952.62
8855,CHEMBL3526436,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,Inactive,20000.0
8856,CHEMBL3526436,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,Inactive,19952.62
8857,CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Inactive,20000.0
8858,CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Inactive,19952.62
8859,CHEMBL1593851,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,Inactive,20000.0
8860,CHEMBL1593851,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,Inactive,19952.62
8861,CHEMBL23507,O=C(O)c1cc2cc(F)ccc2[nH]1,Inactive,20000.0
8862,CHEMBL23507,O=C(O)c1cc2cc(F)ccc2[nH]1,Inactive,19952.62
8863,CHEMBL256147,CNC(=N)NCCC[C@H](N)C(=O)O,Inactive,20000.0
8864,CHEMBL256147,CNC(=N)NCCC[C@H](N)C(=O)O,Inactive,19952.62
8865,CHEMBL247378,O=[N+]([O-])c1cccc2cn[nH]c12,Inactive,20000.0
8866,CHEMBL247378,O=[N+]([O-])c1cccc2cn[nH]c12,Inactive,19952.62
8867,CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,Inactive,20000.0
8868,CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,Inactive,19952.62
8869,CHEMBL4794429,C[C@@H]1CC[C@@]2(OC1)OC1CC3C4CC[C@H]5CC(O)CC[C@]5(C)C4CC[C@]3(C)C1[C@@H]2C,Inactive,20000.0
8870,CHEMBL4794429,C[C@@H]1CC[C@@]2(OC1)OC1CC3C4CC[C@H]5CC(O)CC[C@]5(C)C4CC[C@]3(C)C1[C@@H]2C,Inactive,19952.62
8871,CHEMBL4748482,OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O,Inactive,20000.0
8872,CHEMBL4748482,OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O,Inactive,19952.62
8873,CHEMBL2110939,COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,Inactive,20000.0
8874,CHEMBL2110939,COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,Inactive,19952.62
8875,CHEMBL10272,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,Inactive,20000.0
8876,CHEMBL10272,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,Inactive,19952.62
8877,CHEMBL1201198,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,Inactive,20000.0
8878,CHEMBL1201198,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,Inactive,19952.62
8879,CHEMBL560511,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,Inactive,20000.0
8880,CHEMBL560511,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,Inactive,19952.62
8881,CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,Inactive,20000.0
8882,CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,Inactive,19952.62
8883,CHEMBL2368199,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,Inactive,20000.0
8884,CHEMBL2368199,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,Inactive,19952.62
8885,CHEMBL1520,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,Inactive,20000.0
