,molecule_chembl_id,canonical_smiles,classe_bioatividade,standard_value
5025,CHEMBL257704,CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F,Inactive,20000.0
5026,CHEMBL257704,CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F,Inactive,19952.62
5027,CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,Inactive,20000.0
5028,CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,Inactive,19952.62
5029,CHEMBL2105770,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,Inactive,100000.0
5030,CHEMBL2105770,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,Inactive,100000.0
5031,CHEMBL2105770,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,Inactive,100000.0
5032,CHEMBL2105770,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,Inactive,100000.0
5033,CHEMBL4747555,C[C@@H](CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,Inactive,20000.0
5034,CHEMBL4747555,C[C@@H](CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,Inactive,19952.62
5035,CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,Inactive,20000.0
5036,CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,Inactive,19952.62
5037,CHEMBL3990892,CN(C)[C@@H](c1cccnc1)C1COCOC1,Inactive,20000.0
5038,CHEMBL3990892,CN(C)[C@@H](c1cccnc1)C1COCOC1,Inactive,19952.62
5039,CHEMBL4787745,CCCCC(C)(O)C/C=C/C1C(O)CC(=O)C1CC/C=C/CCC(=O)OC,Inactive,20000.0
5040,CHEMBL4787745,CCCCC(C)(O)C/C=C/C1C(O)CC(=O)C1CC/C=C/CCC(=O)OC,Inactive,19952.62
5041,CHEMBL4798949,CN1CCN2c3ccccc3Cn3cccc3[C@@H]2C1,Inactive,20000.0
5042,CHEMBL4798949,CN1CCN2c3ccccc3Cn3cccc3[C@@H]2C1,Inactive,19952.62
5043,CHEMBL38120,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,Inactive,20000.0
5044,CHEMBL38120,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,Inactive,19952.62
5045,CHEMBL4800278,C[C@H]1CCC[C@H](C)N1CCCCNC(=O)C(Oc1ccccc1)c1ccccc1,Inactive,20000.0
5046,CHEMBL4800278,C[C@H]1CCC[C@H](C)N1CCCCNC(=O)C(Oc1ccccc1)c1ccccc1,Inactive,19952.62
5047,CHEMBL4740124,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,Inactive,20000.0
5048,CHEMBL4740124,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,Inactive,19952.62
5049,CHEMBL71752,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,Inactive,20000.0
5050,CHEMBL71752,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,Inactive,19952.62
5051,CHEMBL4763770,C=CCC1CN(CCc2ccccc2)CCC1N(C(=O)CC)c1ccccc1,Intermediate,4370.0
5052,CHEMBL4763770,C=CCC1CN(CCc2ccccc2)CCC1N(C(=O)CC)c1ccccc1,Intermediate,4365.16
5053,CHEMBL4763770,C=CCC1CN(CCc2ccccc2)CCC1N(C(=O)CC)c1ccccc1,Intermediate,4900.0
5054,CHEMBL4763770,C=CCC1CN(CCc2ccccc2)CCC1N(C(=O)CC)c1ccccc1,Intermediate,4897.79
5055,CHEMBL4779038,NC(=O)OC[C@H](O)c1ccccc1Cl,Inactive,20000.0
5056,CHEMBL4779038,NC(=O)OC[C@H](O)c1ccccc1Cl,Inactive,19952.62
5057,CHEMBL1207579,CCCc1c2nc(C(=O)O)cc(NC)c2cc2c(=O)cc(C(=O)O)oc12,Inactive,20000.0
5058,CHEMBL1207579,CCCc1c2nc(C(=O)O)cc(NC)c2cc2c(=O)cc(C(=O)O)oc12,Inactive,19952.62
5059,CHEMBL376488,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,Inactive,20000.0
5060,CHEMBL376488,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,Inactive,19952.62
5061,CHEMBL207197,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,Inactive,20000.0
5062,CHEMBL207197,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,Inactive,19952.62
5063,CHEMBL485818,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,Inactive,20000.0
5064,CHEMBL485818,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,Inactive,19952.62
5065,CHEMBL2336071,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,Inactive,20000.0
5066,CHEMBL2336071,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,Inactive,19952.62
5067,CHEMBL4747591,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,Inactive,20000.0
5068,CHEMBL4747591,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,Inactive,19952.62
5069,CHEMBL1910936,O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,Inactive,20000.0
5070,CHEMBL1910936,O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,Inactive,19952.62
5071,CHEMBL3989970,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,Inactive,20000.0
5072,CHEMBL3989970,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,Inactive,19952.62
5073,CHEMBL3622821,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,Inactive,20000.0
5074,CHEMBL3622821,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,Inactive,19952.62
5075,CHEMBL3039394,COC(=O)CCC(C)C1CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C[C@H](O)[C@]12C,Inactive,20000.0
5076,CHEMBL3039394,COC(=O)CCC(C)C1CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C[C@H](O)[C@]12C,Inactive,19952.62
5077,CHEMBL3335793,Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,Inactive,20000.0
5078,CHEMBL3335793,Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,Inactive,19952.62
5079,CHEMBL1836264,O=c1oc2cc(O)ccc2c2ccc(O)cc12,Inactive,20000.0
5080,CHEMBL1836264,O=c1oc2cc(O)ccc2c2ccc(O)cc12,Inactive,19952.62
5081,CHEMBL2403319,CC(C)(C)C#Cc1cc(N(C(=O)[C@H]2CC[C@H](C)CC2)[C@H]2CC[C@@H](O)CC2)c(C(=O)O)s1,Inactive,20000.0
5082,CHEMBL2403319,CC(C)(C)C#Cc1cc(N(C(=O)[C@H]2CC[C@H](C)CC2)[C@H]2CC[C@@H](O)CC2)c(C(=O)O)s1,Inactive,19952.62
5083,CHEMBL4302089,OC1CN(CCCOCCc2ccc3sccc3c2)C1,Inactive,20000.0
5084,CHEMBL4302089,OC1CN(CCCOCCc2ccc3sccc3c2)C1,Inactive,19952.62
5085,CHEMBL1963502,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,Inactive,20000.0
5086,CHEMBL1963502,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,Inactive,19952.62
5087,CHEMBL2325429,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,Inactive,50100.0
5088,CHEMBL2325429,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,Inactive,50118.72
5089,CHEMBL2325429,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,Inactive,50100.0
5090,CHEMBL2325429,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,Inactive,50118.72
5091,CHEMBL456341,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21,Inactive,100000.0
5092,CHEMBL456341,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21,Inactive,100000.0
5093,CHEMBL456341,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21,Inactive,100000.0
5094,CHEMBL456341,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21,Inactive,100000.0
5095,CHEMBL4297188,Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,Inactive,20000.0
5096,CHEMBL4297188,Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,Inactive,19952.62
5097,CHEMBL3137331,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,Inactive,20000.0
5098,CHEMBL3137331,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,Inactive,19952.62
5099,CHEMBL4297190,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,Inactive,10000.0
5100,CHEMBL4297190,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,Inactive,10000.0
5101,CHEMBL4297190,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,Inactive,50100.0
5102,CHEMBL4297190,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,Inactive,50118.72
5103,CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-],Inactive,20000.0
5104,CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-],Inactive,19952.62
5105,CHEMBL4776520,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,Inactive,20000.0
5106,CHEMBL4776520,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,Inactive,19952.62
5107,CHEMBL4297674,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,Inactive,20000.0
5108,CHEMBL4297674,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,Inactive,19952.62
5109,CHEMBL4754445,C#CCC/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,Inactive,20000.0
5110,CHEMBL4754445,C#CCC/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,Inactive,19952.62
5111,CHEMBL2104340,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,Inactive,20000.0
5112,CHEMBL2104340,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,Inactive,19952.62
5113,CHEMBL273264,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,Inactive,20000.0
5114,CHEMBL273264,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,Inactive,19952.62
5115,CHEMBL2110588,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,Inactive,20000.0
5116,CHEMBL2110588,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,Inactive,19952.62
5117,CHEMBL4747495,O=C(O)[C@H]1CCCC[C@]1(O)c1ccccc1,Inactive,20000.0
5118,CHEMBL4747495,O=C(O)[C@H]1CCCC[C@]1(O)c1ccccc1,Inactive,19952.62
5119,CHEMBL3707351,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1,Inactive,10000.0
5120,CHEMBL3707351,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1,Inactive,10000.0
5121,CHEMBL3707351,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1,Intermediate,6310.0
5122,CHEMBL3707351,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1,Intermediate,6309.57
5123,CHEMBL218291,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,Inactive,20000.0
5124,CHEMBL218291,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,Inactive,19952.62
5125,CHEMBL1956285,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,Inactive,20000.0
5126,CHEMBL1956285,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,Inactive,19952.62
5127,CHEMBL2021342,Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,Inactive,20000.0
5128,CHEMBL2021342,Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,Inactive,19952.62
5129,CHEMBL272427,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Inactive,20000.0
5130,CHEMBL272427,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Inactive,19952.62
5131,CHEMBL2153435,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,Inactive,20000.0
5132,CHEMBL2153435,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,Inactive,19952.62
5133,CHEMBL4783446,CC(C)OC(=O)[C@H](C)NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,Inactive,20000.0
5134,CHEMBL4783446,CC(C)OC(=O)[C@H](C)NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,Inactive,19952.62
5135,CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,Inactive,20000.0
5136,CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,Inactive,19952.62
5137,CHEMBL393820,CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O,Inactive,20000.0
5138,CHEMBL393820,CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O,Inactive,19952.62
5139,CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Inactive,20000.0
5140,CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Inactive,19952.62
5141,CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,Inactive,20000.0
5142,CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,Inactive,19952.62
5143,CHEMBL4789354,CCn1c(=O)c(=C2Sc3ccccc3N2C)sc1=Cc1cccc[n+]1CC,Inactive,20000.0
5144,CHEMBL4789354,CCn1c(=O)c(=C2Sc3ccccc3N2C)sc1=Cc1cccc[n+]1CC,Inactive,19952.62
5145,CHEMBL1891960,NC(=O)NC(CCC(=O)O)C(=O)O,Inactive,20000.0
5146,CHEMBL1891960,NC(=O)NC(CCC(=O)O)C(=O)O,Inactive,19952.62
5147,CHEMBL1590964,CCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,Inactive,20000.0
5148,CHEMBL1590964,CCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,Inactive,19952.62
5149,CHEMBL2135566,C=C(C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,Inactive,20000.0
5150,CHEMBL2135566,C=C(C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,Inactive,19952.62
5151,CHEMBL408742,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,Inactive,20000.0
5152,CHEMBL408742,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,Inactive,19952.62
5153,CHEMBL4754932,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1C2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,Inactive,20000.0
5154,CHEMBL4754932,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1C2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,Inactive,19952.62
5155,CHEMBL139702,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,Inactive,20000.0
5156,CHEMBL139702,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,Inactive,19952.62
5157,CHEMBL4757639,CCC[N+]12C3C[C@@H]([C@H](CC)[C@H]1O)[C@H]1[C@H](O)[C@]4(C[C@@H]12)c1ccccc1N(C)[C@@H]34,Inactive,20000.0
5158,CHEMBL4757639,CCC[N+]12C3C[C@@H]([C@H](CC)[C@H]1O)[C@H]1[C@H](O)[C@]4(C[C@@H]12)c1ccccc1N(C)[C@@H]34,Inactive,19952.62
5159,CHEMBL4753415,CC(C)NCC(O)c1ccc([N+](=O)O)cc1,Inactive,20000.0
5160,CHEMBL4753415,CC(C)NCC(O)c1ccc([N+](=O)O)cc1,Inactive,19952.62
5161,CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,Inactive,20000.0
5162,CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,Inactive,19952.62
5163,CHEMBL573221,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,Inactive,20000.0
5164,CHEMBL573221,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,Inactive,19952.62
5165,CHEMBL2408045,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,Inactive,20000.0
5166,CHEMBL2408045,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,Inactive,19952.62
5167,CHEMBL4750597,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,Inactive,20000.0
5168,CHEMBL4750597,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,Inactive,19952.62
5169,CHEMBL440687,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,Inactive,20000.0
5170,CHEMBL440687,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,Inactive,19952.62
5171,CHEMBL4745456,[2H]c1c([2H])c(-c2ccc(F)cc2F)c([2H])c(C(=O)O)c1O,Inactive,20000.0
5172,CHEMBL4745456,[2H]c1c([2H])c(-c2ccc(F)cc2F)c([2H])c(C(=O)O)c1O,Inactive,19952.62
5173,CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,Inactive,20000.0
5174,CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,Inactive,19952.62
5175,CHEMBL2051955,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,Inactive,20000.0
5176,CHEMBL2051955,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,Inactive,19952.62
5177,CHEMBL1214124,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,Inactive,20000.0
5178,CHEMBL1214124,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,Inactive,19952.62
5179,CHEMBL4741173,CNc1ccc(-c2ccc3cc(OC[C@H](O)CF)ccc3n2)cc1,Inactive,20000.0
5180,CHEMBL4741173,CNc1ccc(-c2ccc3cc(OC[C@H](O)CF)ccc3n2)cc1,Inactive,19952.62
5181,CHEMBL376359,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,Inactive,20000.0
5182,CHEMBL376359,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,Inactive,19952.62
5183,CHEMBL1762621,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,Inactive,20000.0
5184,CHEMBL1762621,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,Inactive,19952.62
5185,CHEMBL1851943,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,Inactive,20000.0
5186,CHEMBL1851943,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,Inactive,19952.62
5187,CHEMBL486226,Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,Inactive,20000.0
5188,CHEMBL486226,Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,Inactive,19952.62
5189,CHEMBL4747506,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,Inactive,20000.0
5190,CHEMBL4747506,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,Inactive,19952.62
5191,CHEMBL497608,C[C@@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1,Inactive,20000.0
5192,CHEMBL497608,C[C@@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1,Inactive,19952.62
5193,CHEMBL1630225,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,Inactive,20000.0
5194,CHEMBL1630225,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,Inactive,19952.62
5195,CHEMBL1076930,CO[C@@H]1[C@H](OP(=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)SCOC(=O)OC(C)C)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,Inactive,20000.0
5196,CHEMBL1076930,CO[C@@H]1[C@H](OP(=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)SCOC(=O)OC(C)C)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,Inactive,19952.62
5197,CHEMBL4765095,CC(C)OC(=O)[C@H](C)N[P@](=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,Inactive,20000.0
5198,CHEMBL4765095,CC(C)OC(=O)[C@H](C)N[P@](=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,Inactive,19952.62
